6.000000,92.000000,524.000000,387.000000
6.000000,90.666664,521.500000,388.333344
6.000000,89.333336,519.000000,389.666656
6.000000,88.000000,516.500000,391.000000
6.000000,86.666664,514.000000,392.333344
6.000000,85.333336,511.500000,393.666656
6.000000,84.000000,509.000000,395.000000
5.000000,71.000000,501.500000,397.000000
4.000000,58.000000,494.000000,399.000000
4.000000,51.000000,509.000000,412.000000
4.500000,50.000000,493.000000,413.500000
5.000000,49.000000,477.000000,415.000000
3.000000,58.000000,452.000000,332.000000
5.000000,72.000000,408.000000,300.000000
5.000000,80.000000,398.000000,292.000000
5.000000,88.000000,388.000000,284.000000
6.000000,102.000000,390.000000,285.000000
5.000000,108.000000,391.000000,288.000000
5.000000,136.000000,380.000000,285.000000
6.000000,146.000000,376.000000,279.000000
5.000000,157.000000,371.000000,269.000000
6.000000,161.000000,370.000000,276.000000
5.666667,164.000000,368.666656,280.000000
5.333333,167.000000,367.333344,284.000000
5.000000,170.000000,366.000000,288.000000
5.000000,175.000000,370.000000,293.000000
6.000000,198.000000,370.000000,281.000000
6.000000,225.000000,389.000000,254.000000
14.000000,259.000000,392.000000,220.000000
45.000000,271.000000,366.000000,208.000000
55.000000,279.000000,353.000000,200.000000
57.000000,283.000000,351.000000,196.000000
55.000000,278.000000,356.000000,200.000000
48.500000,275.250000,361.500000,203.000000
42.000000,272.500000,367.000000,206.000000
35.500000,269.750000,372.500000,209.000000
29.000000,267.000000,378.000000,212.000000
26.000000,264.333344,382.333344,214.333328
23.000000,261.666656,386.666656,216.666672
20.000000,259.000000,391.000000,219.000000
27.766666,264.433350,382.566650,213.899994
21.000000,264.000000,391.000000,215.000000
25.166668,263.833344,390.500000,215.166672
29.333334,263.666656,390.000000,215.333328
33.500000,263.500000,389.500000,215.500000
37.666668,263.333344,389.000000,215.666672
41.833336,263.166656,388.500000,215.833328
46.000000,263.000000,388.000000,216.000000
44.000000,262.799988,388.399994,216.199997
42.000000,262.600006,388.799988,216.399994
40.000000,262.399994,389.200012,216.600006
38.000000,262.200012,389.600006,216.800003
36.000000,262.000000,390.000000,217.000000
35.585415,264.288208,386.527466,214.614380
24.000000,265.000000,389.000000,214.000000
14.500000,263.000000,393.000000,216.000000
5.000000,261.000000,397.000000,218.000000
7.800000,262.799988,395.799988,216.199997
10.600000,264.600006,394.600006,214.399994
13.400001,266.399994,393.399994,212.600006
16.200001,268.200012,392.200012,210.800003
19.000000,270.000000,391.000000,209.000000
14.666666,266.000000,391.000000,212.333328
10.333333,262.000000,391.000000,215.666672
6.000000,258.000000,391.000000,219.000000
6.000000,258.166656,392.500000,219.000000
6.000000,258.333344,394.000000,219.000000
6.000000,258.500000,395.500000,219.000000
6.000000,258.666656,397.000000,219.000000
6.000000,258.833344,398.500000,219.000000
6.000000,259.000000,400.000000,219.000000
6.000000,259.399994,400.200012,218.800003
6.000000,259.799988,400.399994,218.600006
6.000000,260.200012,400.600006,218.399994
6.000000,260.600006,400.799988,218.199997
6.000000,261.000000,401.000000,218.000000
6.000000,262.000000,403.000000,217.000000
6.000000,258.000000,404.750000,221.000000
6.000000,254.000000,406.500000,225.000000
6.000000,250.000000,408.250000,229.000000
6.000000,246.000000,410.000000,233.000000
6.000000,245.399994,413.399994,233.600006
6.000000,244.800003,416.799988,234.199997
6.000000,244.199997,420.200012,234.800003
6.000000,243.600006,423.600006,235.399994
6.000000,243.000000,427.000000,236.000000
12.500000,247.500000,423.500000,231.500000
19.000000,252.000000,420.000000,227.000000
6.000000,248.000000,406.000000,231.000000
9.000000,306.000000,337.000000,172.000000
9.000000,265.000000,414.000000,213.000000
8.000000,266.000000,410.000000,213.000000
10.000000,269.000000,419.000000,210.000000
8.666667,263.666656,415.666656,215.333328
7.333333,258.333344,412.333344,220.666672
6.000000,253.000000,409.000000,226.000000
6.000000,250.000000,410.000000,229.000000
6.000000,247.000000,411.000000,232.000000
6.000000,244.000000,404.000000,235.000000
6.000000,241.000000,397.000000,238.000000
6.000000,242.000000,382.000000,236.000000
6.000000,255.000000,356.000000,224.000000
4.000000,263.000000,318.000000,216.000000
6.000000,293.000000,187.000000,108.000000
6.000000,308.000000,121.000000,62.000000
5.000000,316.000000,60.000000,31.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
-1.000000,-1.000000,1.000000,1.000000
