0,1,585,90,54,186,person0
1,1,582,90,56,175,person0
2,1,579,90,57,164,person0
3,1,578,87,59,175,person0
4,1,577,83,61,185,person0
5,1,572,85,65,178,person0
6,1,571,85,68,184,person0
7,1,569,85,70,189,person0
8,1,567,84,71,193,person0
9,1,564,83,72,196,person0
10,1,563,86,74,194,person0
11,1,562,88,75,191,person0
12,1,565,85,63,202,person0
13,1,564,86,64,201,person0
14,1,563,87,64,200,person0
15,1,559,94,68,187,person0
16,1,560,91,66,192,person0
17,1,560,87,63,196,person0
18,1,561,87,62,195,person0
19,1,562,86,60,194,person0
20,1,559,84,61,198,person0
21,1,555,82,62,202,person0
22,1,555,86,59,196,person0
23,1,554,89,57,189,person0
24,1,554,93,54,183,person0
25,1,547,87,57,191,person0
26,1,549,88,56,193,person0
27,1,551,89,55,194,person0
28,1,551,90,53,191,person0
29,1,550,90,51,188,person0
30,1,548,90,52,190,person0
31,1,549,89,50,191,person0
32,1,550,88,48,192,person0
33,1,554,90,45,192,person0
34,1,557,92,41,191,person0
35,1,562,91,36,190,person0
36,1,565,93,33,191,person0
37,1,567,94,29,191,person0
38,1,560,94,28,190,person0
39,1,554,94,26,189,person0
40,1,547,94,25,188,person0
41,1,540,95,24,188,person0
42,1,533,95,23,187,person0
43,1,527,95,21,186,person0
44,1,520,95,20,185,person0
45,1,513,94,23,186,person0
46,1,512,93,28,187,person0
47,1,511,91,32,188,person0
48,1,509,92,35,189,person0
49,1,506,93,38,189,person0
50,1,506,94,40,188,person0
51,1,506,94,41,186,person0
52,1,504,92,43,187,person0
53,1,504,94,46,185,person0
54,1,503,95,48,183,person0
55,1,501,93,51,188,person0
56,1,505,94,45,188,person0
57,1,508,95,39,187,person0
58,1,508,94,36,189,person0
59,1,507,92,33,191,person0
60,1,509,94,29,190,person0
61,1,514,102,22,182,person0
62,1,518,110,15,174,person0
63,1,513,109,16,175,person0
64,1,508,107,17,175,person0
65,1,503,106,19,176,person0
66,1,498,104,20,176,person0
67,1,493,103,21,177,person0
68,1,487,102,22,177,person0
69,1,482,100,23,178,person0
70,1,477,99,25,178,person0
71,1,472,97,26,179,person0
72,1,467,96,27,179,person0
73,1,467,95,33,181,person0
74,1,467,94,38,182,person0
75,1,466,94,38,182,person0
76,1,464,94,37,181,person0
77,1,463,94,38,182,person0
78,1,461,95,39,184,person0
79,1,459,95,40,186,person0
80,1,457,93,44,182,person0
81,1,456,93,44,181,person0
82,1,455,93,44,180,person0
83,1,452,92,47,183,person0
84,1,449,91,50,185,person0
85,1,448,94,48,182,person0
86,1,443,92,55,189,person0
87,1,445,94,50,183,person0
88,1,442,89,53,192,person0
89,1,445,90,47,189,person0
90,1,445,91,45,187,person0
91,1,446,92,40,189,person0
92,1,447,93,34,190,person0
93,1,450,95,34,187,person0
94,1,453,96,34,184,person0
95,1,458,100,27,179,person0
96,1,462,103,20,173,person0
97,1,451,102,21,173,person0
98,1,440,101,21,173,person0
99,1,429,99,22,172,person0
100,1,418,98,22,172,person0
101,1,418,98,24,171,person0
102,1,417,97,25,170,person0
103,1,417,97,26,172,person0
104,1,417,96,26,173,person0
105,1,412,96,33,177,person0
106,1,406,95,40,181,person0
107,1,407,95,40,181,person0
108,1,407,94,39,180,person0
109,1,401,92,48,179,person0
110,1,402,93,47,177,person0
111,1,399,92,55,180,person0
112,1,394,91,55,185,person0
113,1,395,91,55,182,person0
114,1,391,93,57,183,person0
115,1,391,92,56,185,person0
116,1,388,93,57,185,person0
117,1,384,93,58,184,person0
118,1,384,93,55,185,person0
119,1,383,92,52,186,person0
120,1,383,96,54,180,person0
121,1,383,97,54,180,person0
122,1,382,97,54,179,person0
123,1,382,96,50,179,person0
124,1,382,94,46,178,person0
125,1,380,96,47,176,person0
126,1,378,97,48,175,person0
127,1,376,99,49,173,person0
