0,1,0,376,29,39,person0
1,1,0,373,27,43,person0
2,1,0,369,25,46,person0
3,1,0,366,24,50,person0
4,1,0,362,22,53,person0
5,1,0,359,20,57,person0
6,1,0,355,18,60,person0
7,1,0,352,16,59,person0
8,1,0,348,14,58,person0
9,1,0,345,15,61,person0
10,1,0,341,15,63,person0
11,1,0,338,16,66,person0
12,1,0,334,16,68,person0
13,1,0,331,17,71,person0
14,1,0,327,17,73,person0
15,1,4,322,19,72,person0
16,1,7,318,20,72,person0
17,1,11,313,22,71,person0
18,1,15,308,24,70,person0
19,1,18,304,25,70,person0
20,1,22,299,27,69,person0
21,1,26,295,27,67,person0
22,1,29,292,27,66,person0
23,1,33,288,27,64,person0
24,1,37,284,27,62,person0
25,1,40,280,26,60,person0
26,1,44,277,26,59,person0
27,1,47,273,26,57,person0
28,1,51,269,26,55,person0
29,1,55,265,26,55,person0
30,1,58,261,26,55,person0
31,1,62,257,26,54,person0
32,1,65,253,26,54,person0
33,1,69,250,26,54,person0
34,1,73,246,25,54,person0
35,1,76,242,25,54,person0
36,1,80,238,25,53,person0
37,1,83,234,25,53,person0
38,1,87,230,25,53,person0
39,1,91,223,25,53,person0
40,1,95,216,25,53,person0
41,1,98,209,25,52,person0
42,1,102,203,25,52,person0
43,1,106,196,24,52,person0
44,1,110,189,24,52,person0
45,1,113,182,24,51,person0
46,1,117,175,24,51,person0
47,1,119,170,24,51,person0
48,1,120,165,25,51,person0
49,1,122,160,25,51,person0
50,1,123,155,25,50,person0
51,1,125,150,26,50,person0
52,1,126,145,26,50,person0
53,1,128,138,26,50,person0
54,1,129,131,27,50,person0
55,1,131,123,27,50,person0
56,1,132,116,27,50,person0
57,1,132,109,27,50,person0
58,1,132,101,28,50,person0
59,1,132,94,28,50,person0
60,1,132,87,28,49,person0
61,1,132,79,29,49,person0
62,1,132,72,29,49,person0
63,1,130,70,30,49,person0
64,1,127,67,30,48,person0
65,1,124,67,30,48,person0
66,1,121,66,31,47,person0
67,1,118,66,31,47,person0
68,1,114,66,31,47,person0
69,1,111,65,32,46,person0
70,1,108,65,32,46,person0
71,1,105,67,32,46,person0
72,1,102,69,32,45,person0
73,1,99,71,33,45,person0
74,1,95,72,33,45,person0
75,1,92,74,33,44,person0
76,1,89,76,33,44,person0
77,1,85,77,33,44,person0
78,1,81,77,32,44,person0
79,1,82,77,32,44,person0
80,1,82,76,32,44,person0
81,1,83,76,32,45,person0
82,1,83,76,31,45,person0
83,1,84,75,31,45,person0
84,1,84,75,31,45,person0
85,1,86,74,31,45,person0
86,1,87,73,30,45,person0
87,1,89,72,30,45,person0
88,1,90,71,30,45,person0
89,1,92,70,29,45,person0
90,1,93,69,29,45,person0
91,1,97,68,29,45,person0
92,1,101,67,29,45,person0
93,1,105,66,28,45,person0
94,1,110,66,28,46,person0
95,1,114,65,28,46,person0
96,1,118,64,28,46,person0
97,1,122,63,27,46,person0
98,1,126,62,27,46,person0
99,1,130,64,28,45,person0
100,1,134,66,28,43,person0
101,1,142,72,28,42,person0
102,1,150,78,28,40,person0
103,1,159,84,29,39,person0
104,1,167,89,29,37,person0
105,1,175,95,29,36,person0
106,1,183,101,29,34,person0
107,1,188,106,29,35,person0
108,1,192,112,29,35,person0
109,1,197,117,28,36,person0
110,1,202,122,28,36,person0
111,1,207,128,28,37,person0
112,1,211,133,28,37,person0
113,1,216,138,28,38,person0
114,1,221,143,27,38,person0
115,1,225,149,27,39,person0
116,1,230,154,27,39,person0
117,1,230,156,27,40,person0
118,1,230,157,27,40,person0
119,1,230,159,27,41,person0
120,1,230,160,26,41,person0
121,1,230,162,26,42,person0
122,1,230,163,26,42,person0
123,1,230,164,25,42,person0
124,1,230,166,25,42,person0
125,1,230,167,24,42,person0
