0,1,577,77,62,209,person0
1,1,576,78,62,208,person0
2,1,575,78,63,208,person0
3,1,574,79,63,207,person0
4,1,573,79,64,206,person0
5,1,571,80,64,206,person0
6,1,570,80,65,205,person0
7,1,569,81,65,204,person0
8,1,568,81,66,204,person0
9,1,567,82,66,203,person0
10,1,566,82,66,202,person0
11,1,565,83,67,202,person0
12,1,564,83,67,201,person0
13,1,563,84,68,200,person0
14,1,561,84,68,200,person0
15,1,560,85,69,199,person0
16,1,559,85,69,198,person0
17,1,558,86,70,198,person0
18,1,557,86,70,197,person0
19,1,555,86,70,197,person0
20,1,554,86,70,197,person0
21,1,552,86,70,196,person0
22,1,550,86,70,196,person0
23,1,548,87,70,196,person0
24,1,547,87,70,196,person0
25,1,545,87,70,196,person0
26,1,543,87,69,196,person0
27,1,542,87,69,195,person0
28,1,540,87,69,195,person0
29,1,538,87,69,195,person0
30,1,536,87,69,195,person0
31,1,535,87,69,195,person0
32,1,533,87,69,195,person0
33,1,531,88,69,194,person0
34,1,530,88,69,194,person0
35,1,528,88,69,194,person0
36,1,526,88,69,194,person0
37,1,524,88,69,194,person0
38,1,523,88,69,194,person0
39,1,521,88,69,193,person0
40,1,519,88,69,193,person0
41,1,518,88,69,193,person0
42,1,516,88,68,193,person0
43,1,514,89,68,193,person0
44,1,512,89,68,192,person0
45,1,511,89,68,192,person0
46,1,509,89,68,192,person0
47,1,507,89,68,192,person0
48,1,506,89,68,192,person0
49,1,504,89,68,192,person0
50,1,502,89,68,191,person0
51,1,500,89,68,191,person0
52,1,499,89,68,191,person0
53,1,497,90,68,191,person0
54,1,495,90,68,191,person0
55,1,494,90,68,191,person0
56,1,492,90,68,190,person0
57,1,490,90,67,190,person0
58,1,488,90,67,190,person0
59,1,487,90,67,190,person0
60,1,485,90,67,190,person0
61,1,483,90,67,190,person0
62,1,482,90,67,189,person0
63,1,480,91,67,189,person0
64,1,478,91,67,189,person0
65,1,476,91,67,189,person0
66,1,475,91,67,189,person0
67,1,473,91,67,188,person0
68,1,471,91,67,188,person0
69,1,470,91,67,188,person0
70,1,468,91,67,188,person0
71,1,466,91,67,188,person0
72,1,464,91,67,188,person0
73,1,463,92,66,187,person0
74,1,461,92,66,187,person0
75,1,459,92,66,187,person0
76,1,457,92,66,187,person0
77,1,456,92,66,187,person0
78,1,454,92,66,187,person0
79,1,452,92,66,186,person0
80,1,451,92,66,186,person0
81,1,449,92,66,186,person0
82,1,447,92,66,186,person0
83,1,445,93,66,186,person0
84,1,444,93,66,185,person0
85,1,442,93,66,185,person0
86,1,440,93,66,185,person0
87,1,439,93,66,185,person0
88,1,437,93,66,185,person0
89,1,435,93,65,185,person0
90,1,433,93,65,184,person0
91,1,432,93,65,184,person0
92,1,430,93,65,184,person0
93,1,428,94,65,184,person0
94,1,427,94,65,184,person0
95,1,425,94,65,184,person0
96,1,423,94,65,183,person0
97,1,421,94,65,183,person0
98,1,420,94,65,183,person0
99,1,418,94,65,183,person0
100,1,416,94,65,183,person0
101,1,415,94,65,183,person0
102,1,413,94,65,182,person0
103,1,411,95,65,182,person0
104,1,409,95,64,182,person0
105,1,408,95,64,182,person0
106,1,406,95,64,182,person0
107,1,404,95,64,181,person0
108,1,403,95,64,181,person0
109,1,401,95,64,181,person0
110,1,399,95,64,181,person0
111,1,397,95,64,181,person0
112,1,396,95,64,181,person0
113,1,394,96,64,180,person0
114,1,392,96,64,180,person0
115,1,391,96,64,180,person0
116,1,389,96,64,180,person0
117,1,387,96,64,180,person0
118,1,385,96,64,180,person0
119,1,384,96,64,179,person0
120,1,382,96,63,179,person0
121,1,380,96,63,179,person0
122,1,379,96,63,179,person0
123,1,377,97,63,179,person0
124,1,375,97,63,179,person0
125,1,373,97,63,178,person0
126,1,372,97,63,178,person0
127,1,370,97,63,178,person0
